Pokemon,Location,Encounter Method,Level Range,Encounter Rate
Koffing,Pokemon Mansion 3F,Walking/Grass,28,7
Koffing,Pokemon Mansion 3F,Walking/Grass,30,7
Koffing,Pokemon Mansion B1F,Walking/Grass,28,5
Koffing,Pokemon Mansion B1F,Walking/Grass,30,5
Koffing,Celadon City,Surfing,30-40,1
Koffing,Pokemon Mansion 1F,Walking/Grass,28,7
Koffing,Pokemon Mansion 2F,Walking/Grass,28,7
Koffing,Pokemon Mansion 3F,Walking/Grass,28,7
Koffing,Pokemon Mansion B1F,Walking/Grass,28,5
Koffing,Celadon City,Surfing,30-40,1
Krabby,Ssanne Exterior,Fishing (Unknown Rod),5-15,10
Krabby,Seafoam Islands B3F,Fishing (Unknown Rod),5-15,20
Krabby,Seafoam Islands B4F,Fishing (Unknown Rod),5-15,20
Krabby,Route4,Fishing (Unknown Rod),5-15,20
Krabby,Route10,Fishing (Unknown Rod),5-15,20
Krabby,Route11,Fishing (Unknown Rod),5-15,20
Krabby,Route12,Fishing (Unknown Rod),5-15,60
Krabby,Route13,Fishing (Unknown Rod),5-15,20
Krabby,Route19,Fishing (Unknown Rod),5-15,20
Krabby,Route20,Fishing (Unknown Rod),5-15,20
Krabby,Route21 North,Fishing (Unknown Rod),5-15,20
Krabby,Route21 South,Fishing (Unknown Rod),5-15,20
Krabby,Route24,Fishing (Unknown Rod),5-15,20
Krabby,Pallet Town,Fishing (Unknown Rod),3-6,10
Krabby,Pallet Town,Fishing (Unknown Rod),3-5,10
Krabby,Cerulean City,Fishing (Unknown Rod),5-15,10
Krabby,Vermilion City,Fishing (Unknown Rod),5-15,10
Krabby,Cinnabar Island,Fishing (Unknown Rod),5-15,10
Krabby,Ssanne Exterior,Fishing (Unknown Rod),5-15,10
Krabby,Ssanne Exterior,Fishing (Unknown Rod),15-25,10
Krabby,Ssanne Exterior,Fishing (Unknown Rod),25-35,10
Krabby,Seafoam Islands B3F,Surfing,25-30,2
Krabby,Seafoam Islands B3F,Fishing (Unknown Rod),5-15,20
Krabby,Seafoam Islands B3F,Fishing (Unknown Rod),15-25,20
Krabby,Seafoam Islands B3F,Fishing (Unknown Rod),20-30,20
Krabby,Seafoam Islands B4F,Surfing,25-30,2
Krabby,Seafoam Islands B4F,Fishing (Unknown Rod),5-15,20
Krabby,Seafoam Islands B4F,Fishing (Unknown Rod),15-25,20
Krabby,Seafoam Islands B4F,Fishing (Unknown Rod),20-30,20
Krabby,Four Island Icefall Cave Back,Fishing (Unknown Rod),5-15,20
Krabby,Four Island Icefall Cave Back,Fishing (Unknown Rod),5-15,20
Krabby,Four Island Icefall Cave Back,Fishing (Unknown Rod),15-25,20
Krabby,One Island Kindle Road,Fishing (Unknown Rod),5-15,20
Krabby,One Island Kindle Road,Fishing (Unknown Rod),5-15,20
Krabby,One Island Kindle Road,Fishing (Unknown Rod),15-25,20
Krabby,One Island Kindle Road,Fishing (Unknown Rod),15-25,20
Krabby,One Island Treasure Beach,Fishing (Unknown Rod),5-15,20
Krabby,One Island Treasure Beach,Fishing (Unknown Rod),5-15,20
Krabby,One Island Treasure Beach,Fishing (Unknown Rod),15-25,20
Krabby,One Island Treasure Beach,Fishing (Unknown Rod),15-25,20
Krabby,Three Island Bond Bridge,Fishing (Unknown Rod),5-15,20
Krabby,Three Island Bond Bridge,Fishing (Unknown Rod),5-15,20
Krabby,Three Island Bond Bridge,Fishing (Unknown Rod),15-25,20
Krabby,Three Island Bond Bridge,Fishing (Unknown Rod),15-25,20
Krabby,Five Island Resort Gorgeous,Fishing (Unknown Rod),5-15,20
Krabby,Five Island Resort Gorgeous,Fishing (Unknown Rod),5-15,20
Krabby,Five Island Resort Gorgeous,Fishing (Unknown Rod),15-25,20
Krabby,Five Island Water Labyrinth,Fishing (Unknown Rod),5-15,20
Krabby,Five Island Water Labyrinth,Fishing (Unknown Rod),5-15,20
Krabby,Five Island Water Labyrinth,Fishing (Unknown Rod),15-25,20
Krabby,Five Island Meadow,Fishing (Unknown Rod),5-15,20
Krabby,Five Island Meadow,Fishing (Unknown Rod),5-15,20
Krabby,Five Island Meadow,Fishing (Unknown Rod),15-25,20
Krabby,Five Island Memorial Pillar,Fishing (Unknown Rod),5-15,20
Krabby,Five Island Memorial Pillar,Fishing (Unknown Rod),5-15,20
Krabby,Five Island Memorial Pillar,Fishing (Unknown Rod),15-25,20
Krabby,Six Island Outcast Island,Fishing (Unknown Rod),5-15,20
Krabby,Six Island Outcast Island,Fishing (Unknown Rod),5-15,20
Krabby,Six Island Outcast Island,Fishing (Unknown Rod),15-25,20
Krabby,Six Island Green Path,Fishing (Unknown Rod),5-15,20
Krabby,Six Island Green Path,Fishing (Unknown Rod),5-15,20
Krabby,Six Island Green Path,Fishing (Unknown Rod),15-25,20
Krabby,Six Island Water Path,Fishing (Unknown Rod),5-15,20
Krabby,Six Island Water Path,Fishing (Unknown Rod),5-15,20
Krabby,Six Island Water Path,Fishing (Unknown Rod),15-25,20
Krabby,Seven Island Trainer Tower,Fishing (Unknown Rod),5-15,20
Krabby,Seven Island Trainer Tower,Fishing (Unknown Rod),5-15,20
Krabby,Seven Island Trainer Tower,Fishing (Unknown Rod),15-25,20
Krabby,Seven Island Tanoby Ruins,Fishing (Unknown Rod),5-15,20
Krabby,Seven Island Tanoby Ruins,Fishing (Unknown Rod),5-15,20
Krabby,Seven Island Tanoby Ruins,Fishing (Unknown Rod),15-25,20
Krabby,Route4,Fishing (Unknown Rod),5-15,20
Krabby,Route4,Fishing (Unknown Rod),15-25,20
Krabby,Route4,Fishing (Unknown Rod),15-25,20
Krabby,Route4,Fishing (Unknown Rod),25-35,20
Krabby,Route10,Fishing (Unknown Rod),5-15,20
Krabby,Route10,Fishing (Unknown Rod),15-25,20
Krabby,Route10,Fishing (Unknown Rod),15-25,20
Krabby,Route10,Fishing (Unknown Rod),25-35,20
Krabby,Route11,Fishing (Unknown Rod),5-15,20
Krabby,Route11,Fishing (Unknown Rod),15-25,20
Krabby,Route11,Fishing (Unknown Rod),15-25,20
Krabby,Route11,Fishing (Unknown Rod),25-35,20
Krabby,Route12,Fishing (Unknown Rod),5-15,60
Krabby,Route12,Fishing (Unknown Rod),15-25,60
Krabby,Route12,Fishing (Unknown Rod),15-25,60
Krabby,Route12,Fishing (Unknown Rod),25-35,60
Krabby,Route13,Fishing (Unknown Rod),5-15,20
Krabby,Route13,Fishing (Unknown Rod),15-25,20
Krabby,Route13,Fishing (Unknown Rod),15-25,20
Krabby,Route13,Fishing (Unknown Rod),25-35,20
Krabby,Route19,Fishing (Unknown Rod),5-15,20
Krabby,Route19,Fishing (Unknown Rod),15-25,20
Krabby,Route19,Fishing (Unknown Rod),15-25,20
Krabby,Route20,Fishing (Unknown Rod),5-15,20
Krabby,Route20,Fishing (Unknown Rod),15-25,20
Krabby,Route20,Fishing (Unknown Rod),15-25,20
Krabby,Route21 North,Fishing (Unknown Rod),5-15,20
Krabby,Route21 North,Fishing (Unknown Rod),15-25,20
Krabby,Route21 North,Fishing (Unknown Rod),15-25,20
Krabby,Route21 South,Fishing (Unknown Rod),5-15,20
Krabby,Route21 South,Fishing (Unknown Rod),15-25,20
Krabby,Route21 South,Fishing (Unknown Rod),15-25,20
Krabby,Route24,Fishing (Unknown Rod),5-15,20
Krabby,Route24,Fishing (Unknown Rod),15-25,20
Krabby,Route24,Fishing (Unknown Rod),15-25,20
Krabby,Route24,Fishing (Unknown Rod),25-35,20
Krabby,Pallet Town,Fishing (Unknown Rod),3-5,10
Krabby,Pallet Town,Fishing (Unknown Rod),4-6,10
Krabby,Cerulean City,Fishing (Unknown Rod),5-15,10
Krabby,Cerulean City,Fishing (Unknown Rod),15-25,10
Krabby,Cerulean City,Fishing (Unknown Rod),15-25,10
Krabby,Cerulean City,Fishing (Unknown Rod),25-35,10
Krabby,Vermilion City,Fishing (Unknown Rod),5-15,10
Krabby,Vermilion City,Fishing (Unknown Rod),15-25,10
Krabby,Cinnabar Island,Fishing (Unknown Rod),5-15,10
Krabby,Cinnabar Island,Fishing (Unknown Rod),15-25,10
Krabby,One Island,Fishing (Unknown Rod),5-15,10
Krabby,One Island,Fishing (Unknown Rod),5-15,10
Krabby,One Island,Fishing (Unknown Rod),15-25,10
Krabby,Five Island,Fishing (Unknown Rod),5-15,10
Krabby,Five Island,Fishing (Unknown Rod),5-15,10
Krabby,Five Island,Fishing (Unknown Rod),15-25,10
Lapras,Four Island Icefall Cave Back,Surfing,30-45,2
Lapras,Four Island Icefall Cave Back,Surfing,30-45,2
Larvitar,Seven Island Sevault Canyon,Walking/Grass,15,21
Larvitar,Seven Island Sevault Canyon,Walking/Grass,20,21
Larvitar,Seven Island Sevault Canyon,Walking/Grass,15,21
Larvitar,Seven Island Sevault Canyon,Walking/Grass,20,21
Ledyba,Six Island Pattern Bush,Walking/Grass,9,21
Ledyba,Six Island Pattern Bush,Walking/Grass,14,21
Ledyba,Six Island Pattern Bush,Walking/Grass,9,21
Ledyba,Six Island Pattern Bush,Walking/Grass,14,21
Lickitung,Cerulean Cave 1F,Walking/Grass,55,7
Machoke,Victory Road 1F,Walking/Grass,44,7
Machoke,Victory Road 1F,Walking/Grass,46,7
Machoke,Victory Road 2F,Walking/Grass,46,7
Machoke,Victory Road 2F,Walking/Grass,48,7
Machoke,Victory Road 3F,Walking/Grass,44,7
Machoke,Victory Road 3F,Walking/Grass,46,7
Machoke,Cerulean Cave 1F,Walking/Grass,46,7
Machoke,Cerulean Cave 2F,Walking/Grass,49,7
Machoke,Cerulean Cave B1F,Walking/Grass,52,7
Machoke,Mt Ember Summit Path 2F,Walking/Grass,38,7
Machoke,Mt Ember Summit Path 2F,Walking/Grass,38,7
Machoke,Mt Ember Summit Path 2F,Walking/Grass,40,7
Machoke,Mt Ember Summit Path 2F,Walking/Grass,40,7
Machoke,Mt Ember Summit Path 2F,Walking/Grass,40,7
Machoke,Mt Ember Summit Path 2F,Walking/Grass,40,7
Machoke,Mt Ember Ruby Path 1F,Walking/Grass,40,7
Machoke,Mt Ember Ruby Path 1F,Walking/Grass,42,7
Machoke,Mt Ember Ruby Path 1F,Walking/Grass,42,7
Machoke,Victory Road 1F,Walking/Grass,44,7
Machoke,Victory Road 1F,Walking/Grass,46,7
Machoke,Victory Road 2F,Walking/Grass,46,7
Machoke,Victory Road 2F,Walking/Grass,48,7
Machoke,Victory Road 3F,Walking/Grass,44,7
Machoke,Victory Road 3F,Walking/Grass,46,7
Machoke,Cerulean Cave 1F,Walking/Grass,46,7
Machoke,Cerulean Cave 2F,Walking/Grass,49,7
Machoke,Cerulean Cave B1F,Walking/Grass,52,7
Machoke,Mt Ember Summit Path 2F,Walking/Grass,38,7
Machoke,Mt Ember Summit Path 2F,Walking/Grass,38,7
Machoke,Mt Ember Summit Path 2F,Walking/Grass,40,7
Machoke,Mt Ember Summit Path 2F,Walking/Grass,40,7
Machoke,Mt Ember Summit Path 2F,Walking/Grass,40,7
Machoke,Mt Ember Summit Path 2F,Walking/Grass,40,7
Machoke,Mt Ember Ruby Path 1F,Walking/Grass,40,7
Machoke,Mt Ember Ruby Path 1F,Walking/Grass,42,7
Machoke,Mt Ember Ruby Path 1F,Walking/Grass,42,7
Machop,Victory Road 1F,Walking/Grass,32,7
Machop,Victory Road 2F,Walking/Grass,34,7
Machop,Victory Road 3F,Walking/Grass,32,7
Machop,Rock Tunnel 1F,Walking/Grass,16,7
Machop,Rock Tunnel 1F,Walking/Grass,17,7
Machop,Rock Tunnel B1F,Walking/Grass,17,7
Machop,Mt Ember Exterior,Walking/Grass,35,21
Machop,Mt Ember Summit Path 1F,Walking/Grass,35,7
Machop,Mt Ember Summit Path 1F,Walking/Grass,31,7
Machop,Mt Ember Summit Path 1F,Walking/Grass,33,7
Machop,Mt Ember Summit Path 1F,Walking/Grass,37,7
Machop,Mt Ember Summit Path 1F,Walking/Grass,39,7
Machop,Mt Ember Summit Path 1F,Walking/Grass,39,7
Machop,Mt Ember Summit Path 2F,Walking/Grass,36,7
Machop,Mt Ember Summit Path 2F,Walking/Grass,32,7
Machop,Mt Ember Summit Path 2F,Walking/Grass,34,7
Machop,Mt Ember Summit Path 3F,Walking/Grass,35,7
Machop,Mt Ember Summit Path 3F,Walking/Grass,31,7
Machop,Mt Ember Summit Path 3F,Walking/Grass,33,7
Machop,Mt Ember Summit Path 3F,Walking/Grass,37,7
Machop,Mt Ember Summit Path 3F,Walking/Grass,39,7
Machop,Mt Ember Summit Path 3F,Walking/Grass,39,7
Machop,Mt Ember Ruby Path 1F,Walking/Grass,38,7
Machop,Mt Ember Ruby Path 1F,Walking/Grass,34,7
Machop,Mt Ember Ruby Path 1F,Walking/Grass,36,7
Machop,Victory Road 1F,Walking/Grass,32,7
Machop,Victory Road 2F,Walking/Grass,34,7
Machop,Victory Road 3F,Walking/Grass,32,7
Machop,Rock Tunnel 1F,Walking/Grass,16,7
Machop,Rock Tunnel 1F,Walking/Grass,17,7
Machop,Rock Tunnel B1F,Walking/Grass,17,7
Machop,Mt Ember Exterior,Walking/Grass,35,21
Machop,Mt Ember Summit Path 1F,Walking/Grass,35,7
Machop,Mt Ember Summit Path 1F,Walking/Grass,31,7
Machop,Mt Ember Summit Path 1F,Walking/Grass,33,7
Machop,Mt Ember Summit Path 1F,Walking/Grass,37,7
Machop,Mt Ember Summit Path 1F,Walking/Grass,39,7
Machop,Mt Ember Summit Path 1F,Walking/Grass,39,7
Machop,Mt Ember Summit Path 2F,Walking/Grass,36,7
Machop,Mt Ember Summit Path 2F,Walking/Grass,32,7
Machop,Mt Ember Summit Path 2F,Walking/Grass,34,7
Machop,Mt Ember Summit Path 3F,Walking/Grass,35,7
Machop,Mt Ember Summit Path 3F,Walking/Grass,31,7
Machop,Mt Ember Summit Path 3F,Walking/Grass,33,7
Machop,Mt Ember Summit Path 3F,Walking/Grass,37,7
Machop,Mt Ember Summit Path 3F,Walking/Grass,39,7
Machop,Mt Ember Summit Path 3F,Walking/Grass,39,7
Machop,Mt Ember Ruby Path 1F,Walking/Grass,38,7
Machop,Mt Ember Ruby Path 1F,Walking/Grass,34,7
Machop,Mt Ember Ruby Path 1F,Walking/Grass,36,7
Magcargo,Mt Ember Ruby Path B3F,Rock Smash,40-45,50
Magcargo,Mt Ember Ruby Path B3F,Rock Smash,35-45,50
Magcargo,Mt Ember Ruby Path B3F,Rock Smash,25-35,50
Magcargo,Mt Ember Ruby Path B3F,Rock Smash,40-45,50
Magcargo,Mt Ember Ruby Path B3F,Rock Smash,35-45,50
Magcargo,Mt Ember Ruby Path B3F,Rock Smash,25-35,50
Magikarp,Ssanne Exterior,Fishing (Unknown Rod),5,10
Magikarp,Ssanne Exterior,Fishing (Unknown Rod),5,10
Magikarp,Ssanne Exterior,Fishing (Unknown Rod),5-15,10
Magikarp,Safari Zone Center,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone Center,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone Center,Fishing (Unknown Rod),5-15,20
Magikarp,Safari Zone East,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone East,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone East,Fishing (Unknown Rod),5-15,20
Magikarp,Safari Zone North,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone North,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone North,Fishing (Unknown Rod),5-15,20
Magikarp,Safari Zone West,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone West,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone West,Fishing (Unknown Rod),5-15,20
Magikarp,Cerulean Cave 1F,Fishing (Unknown Rod),5,20
Magikarp,Cerulean Cave 1F,Fishing (Unknown Rod),5,20
Magikarp,Cerulean Cave 1F,Fishing (Unknown Rod),5-15,20
Magikarp,Cerulean Cave B1F,Fishing (Unknown Rod),5,20
Magikarp,Cerulean Cave B1F,Fishing (Unknown Rod),5,20
Magikarp,Cerulean Cave B1F,Fishing (Unknown Rod),5-15,20
Magikarp,Seafoam Islands B3F,Fishing (Unknown Rod),5,20
Magikarp,Seafoam Islands B3F,Fishing (Unknown Rod),5,20
Magikarp,Seafoam Islands B3F,Fishing (Unknown Rod),5-15,20
Magikarp,Seafoam Islands B4F,Fishing (Unknown Rod),5,20
Magikarp,Seafoam Islands B4F,Fishing (Unknown Rod),5,20
Magikarp,Seafoam Islands B4F,Fishing (Unknown Rod),5-15,20
Magikarp,Three Island Berry Forest,Fishing (Unknown Rod),5,20
Magikarp,Three Island Berry Forest,Fishing (Unknown Rod),5,20
Magikarp,Three Island Berry Forest,Fishing (Unknown Rod),5-15,20
Magikarp,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),5,20
Magikarp,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),5,20
Magikarp,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),5-15,20
Magikarp,Four Island Icefall Cave Back,Fishing (Unknown Rod),5,20
Magikarp,Four Island Icefall Cave Back,Fishing (Unknown Rod),5,20
Magikarp,Four Island Icefall Cave Back,Fishing (Unknown Rod),5-15,20
Magikarp,One Island Kindle Road,Fishing (Unknown Rod),5,20
Magikarp,One Island Kindle Road,Fishing (Unknown Rod),5,20
Magikarp,One Island Kindle Road,Fishing (Unknown Rod),5-15,20
Magikarp,One Island Treasure Beach,Fishing (Unknown Rod),5,20
Magikarp,One Island Treasure Beach,Fishing (Unknown Rod),5,20
Magikarp,One Island Treasure Beach,Fishing (Unknown Rod),5-15,20
Magikarp,Two Island Cape Brink,Fishing (Unknown Rod),5,20
Magikarp,Two Island Cape Brink,Fishing (Unknown Rod),5,20
Magikarp,Two Island Cape Brink,Fishing (Unknown Rod),5-15,20
Magikarp,Three Island Bond Bridge,Fishing (Unknown Rod),5,20
Magikarp,Three Island Bond Bridge,Fishing (Unknown Rod),5,20
Magikarp,Three Island Bond Bridge,Fishing (Unknown Rod),5-15,20
Magikarp,Five Island Resort Gorgeous,Fishing (Unknown Rod),5,20
Magikarp,Five Island Resort Gorgeous,Fishing (Unknown Rod),5,20
Magikarp,Five Island Resort Gorgeous,Fishing (Unknown Rod),5-15,20
Magikarp,Five Island Water Labyrinth,Fishing (Unknown Rod),5,20
Magikarp,Five Island Water Labyrinth,Fishing (Unknown Rod),5,20
Magikarp,Five Island Water Labyrinth,Fishing (Unknown Rod),5-15,20
Magikarp,Five Island Meadow,Fishing (Unknown Rod),5,20
Magikarp,Five Island Meadow,Fishing (Unknown Rod),5,20
Magikarp,Five Island Meadow,Fishing (Unknown Rod),5-15,20
Magikarp,Five Island Memorial Pillar,Fishing (Unknown Rod),5,20
Magikarp,Five Island Memorial Pillar,Fishing (Unknown Rod),5,20
Magikarp,Five Island Memorial Pillar,Fishing (Unknown Rod),5-15,20
Magikarp,Six Island Outcast Island,Fishing (Unknown Rod),5,20
Magikarp,Six Island Outcast Island,Fishing (Unknown Rod),5,20
Magikarp,Six Island Outcast Island,Fishing (Unknown Rod),5-15,20
Magikarp,Six Island Green Path,Fishing (Unknown Rod),5,20
Magikarp,Six Island Green Path,Fishing (Unknown Rod),5,20
Magikarp,Six Island Green Path,Fishing (Unknown Rod),5-15,20
Magikarp,Six Island Water Path,Fishing (Unknown Rod),5,20
Magikarp,Six Island Water Path,Fishing (Unknown Rod),5,20
Magikarp,Six Island Water Path,Fishing (Unknown Rod),5-15,20
Magikarp,Six Island Ruin Valley,Fishing (Unknown Rod),5,20
Magikarp,Six Island Ruin Valley,Fishing (Unknown Rod),5,20
Magikarp,Six Island Ruin Valley,Fishing (Unknown Rod),5-15,20
Magikarp,Seven Island Trainer Tower,Fishing (Unknown Rod),5,20
Magikarp,Seven Island Trainer Tower,Fishing (Unknown Rod),5,20
Magikarp,Seven Island Trainer Tower,Fishing (Unknown Rod),5-15,20
Magikarp,Seven Island Tanoby Ruins,Fishing (Unknown Rod),5,20
Magikarp,Seven Island Tanoby Ruins,Fishing (Unknown Rod),5,20
Magikarp,Seven Island Tanoby Ruins,Fishing (Unknown Rod),5-15,20
Magikarp,Route4,Fishing (Unknown Rod),5,20
Magikarp,Route4,Fishing (Unknown Rod),5,20
Magikarp,Route4,Fishing (Unknown Rod),5-15,20
Magikarp,Route6,Fishing (Unknown Rod),5,20
Magikarp,Route6,Fishing (Unknown Rod),5,20
Magikarp,Route6,Fishing (Unknown Rod),5-15,20
Magikarp,Route10,Fishing (Unknown Rod),5,20
Magikarp,Route10,Fishing (Unknown Rod),5-15,20
Magikarp,Route11,Fishing (Unknown Rod),5,20
Magikarp,Route11,Fishing (Unknown Rod),5,20
Magikarp,Route11,Fishing (Unknown Rod),5-15,20
Magikarp,Route12,Fishing (Unknown Rod),5,60
Magikarp,Route12,Fishing (Unknown Rod),5,60
Magikarp,Route12,Fishing (Unknown Rod),5-15,60
Magikarp,Route13,Fishing (Unknown Rod),5,20
Magikarp,Route13,Fishing (Unknown Rod),5,20
Magikarp,Route13,Fishing (Unknown Rod),5-15,20
Magikarp,Route19,Fishing (Unknown Rod),5,20
Magikarp,Route19,Fishing (Unknown Rod),5,20
Magikarp,Route19,Fishing (Unknown Rod),5-15,20
Magikarp,Route20,Fishing (Unknown Rod),5,20
Magikarp,Route20,Fishing (Unknown Rod),5,20
Magikarp,Route20,Fishing (Unknown Rod),5-15,20
Magikarp,Route21 North,Fishing (Unknown Rod),5,20
Magikarp,Route21 North,Fishing (Unknown Rod),5,20
Magikarp,Route21 North,Fishing (Unknown Rod),5-15,20
Magikarp,Route21 South,Fishing (Unknown Rod),5,20
Magikarp,Route21 South,Fishing (Unknown Rod),5,20
Magikarp,Route21 South,Fishing (Unknown Rod),5-15,20
Magikarp,Route22,Fishing (Unknown Rod),5,20
Magikarp,Route22,Fishing (Unknown Rod),5,20
Magikarp,Route22,Fishing (Unknown Rod),5-15,20
Magikarp,Route23,Fishing (Unknown Rod),5,20
Magikarp,Route23,Fishing (Unknown Rod),5,20
Magikarp,Route23,Fishing (Unknown Rod),5-15,20
Magikarp,Route24,Fishing (Unknown Rod),5,20
Magikarp,Route24,Fishing (Unknown Rod),5,20
Magikarp,Route24,Fishing (Unknown Rod),5-15,20
Magikarp,Route25,Fishing (Unknown Rod),5,20
Magikarp,Route25,Fishing (Unknown Rod),5,20
Magikarp,Route25,Fishing (Unknown Rod),5-15,20
Magikarp,Pallet Town,Fishing (Unknown Rod),3-6,10
Magikarp,Pallet Town,Fishing (Unknown Rod),3-5,10
Magikarp,Viridian City,Fishing (Unknown Rod),3-5,10
Magikarp,Cerulean City,Fishing (Unknown Rod),5,10
Magikarp,Cerulean City,Fishing (Unknown Rod),5,10
Magikarp,Cerulean City,Fishing (Unknown Rod),5-15,10
Magikarp,Vermilion City,Fishing (Unknown Rod),5,10
Magikarp,Vermilion City,Fishing (Unknown Rod),5,10
Magikarp,Vermilion City,Fishing (Unknown Rod),5-15,10
Magikarp,Celadon City,Fishing (Unknown Rod),5,10
Magikarp,Celadon City,Fishing (Unknown Rod),5,10
Magikarp,Celadon City,Fishing (Unknown Rod),5-15,10
Magikarp,Celadon City,Fishing (Unknown Rod),5-15,10
Magikarp,Celadon City,Fishing (Unknown Rod),5-15,10
Magikarp,Celadon City,Fishing (Unknown Rod),15-25,10
Magikarp,Celadon City,Fishing (Unknown Rod),15-25,10
Magikarp,Celadon City,Fishing (Unknown Rod),15-25,10
Magikarp,Celadon City,Fishing (Unknown Rod),25-35,10
Magikarp,Fuchsia City,Fishing (Unknown Rod),5,10
Magikarp,Fuchsia City,Fishing (Unknown Rod),5,10
Magikarp,Fuchsia City,Fishing (Unknown Rod),5-15,10
Magikarp,Cinnabar Island,Fishing (Unknown Rod),5,10
Magikarp,Cinnabar Island,Fishing (Unknown Rod),5,10
Magikarp,Cinnabar Island,Fishing (Unknown Rod),5-15,10
Magikarp,One Island,Fishing (Unknown Rod),5,10
Magikarp,One Island,Fishing (Unknown Rod),5,10
Magikarp,One Island,Fishing (Unknown Rod),5-15,10
Magikarp,Four Island,Fishing (Unknown Rod),5,20
Magikarp,Four Island,Fishing (Unknown Rod),5,20
Magikarp,Four Island,Fishing (Unknown Rod),5-15,20
Magikarp,Five Island,Fishing (Unknown Rod),5,10
Magikarp,Five Island,Fishing (Unknown Rod),5,10
Magikarp,Five Island,Fishing (Unknown Rod),5-15,10
Magikarp,Ssanne Exterior,Fishing (Unknown Rod),5,10
Magikarp,Ssanne Exterior,Fishing (Unknown Rod),5,10
Magikarp,Ssanne Exterior,Fishing (Unknown Rod),5-15,10
Magikarp,Safari Zone Center,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone Center,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone Center,Fishing (Unknown Rod),5-15,20
Magikarp,Safari Zone East,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone East,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone East,Fishing (Unknown Rod),5-15,20
Magikarp,Safari Zone North,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone North,Fishing (Unknown Rod),5,20
Magikarp,Safari Zone North,Fishing (Unknown Rod),5-15,20
Magikarp,Safari Zone West,Fishing (Unknown Rod),5,20
