Pokemon,Obtainability Method,Location/Details,Level/Requirement
JIGGLYPUFF,Wild - Walking/Grass,Route3,Lv 7
JIGGLYPUFF,Wild - Walking/Grass,Route3,Lv 3
JIGGLYPUFF,Wild - Walking/Grass,Route3,Lv 5
JIGGLYPUFF,Wild - Walking/Grass,Route3,Lv 7
JIGGLYPUFF,Evolution,From Igglybuff,Friendship (220+)
JOLTEON,Evolution,From Eevee + Thunder Stone,Use Stone
JUMPLUFF,Evolution,From Skiploom,Level 27
JYNX,Wild - Walking/Grass,Seafoam Islands B1F,Lv 30
JYNX,Evolution,From Smoochum,Level 30
JYNX,In-Game Trade,Cerulean City,Trade Poliwhirl for Jynx (nicknamed ZYNX)
KABUTO,Wild - Walking/Grass,Mt Moon B2F,Lv 15
KABUTO,Fossil,Mt. Moon (Dome Fossil),Revive at Cinnabar Island Lab
KABUTOPS,Evolution,From Kabuto,Level 40
KADABRA,Wild - Walking/Grass,Cerulean Cave 2F,Lv 55
KADABRA,Wild - Walking/Grass,Cerulean Cave 2F,Lv 64
KADABRA,Wild - Walking/Grass,Cerulean Cave B1F,Lv 58
KADABRA,Wild - Walking/Grass,Cerulean Cave B1F,Lv 67
KADABRA,Wild - Walking/Grass,Cerulean Cave 2F,Lv 55
KADABRA,Wild - Walking/Grass,Cerulean Cave 2F,Lv 64
KADABRA,Wild - Walking/Grass,Cerulean Cave B1F,Lv 58
KADABRA,Wild - Walking/Grass,Cerulean Cave B1F,Lv 67
KADABRA,Evolution,From Abra,Level 16
KAKUNA,Wild - Walking/Grass,Viridian Forest,Lv 5
KAKUNA,Wild - Walking/Grass,Viridian Forest,Lv 4
KAKUNA,Wild - Walking/Grass,Six Island Pattern Bush,Lv 9
KAKUNA,Wild - Walking/Grass,Route24,Lv 8
KAKUNA,Wild - Walking/Grass,Route25,Lv 9
KAKUNA,Wild - Walking/Grass,Viridian Forest,Lv 5
KAKUNA,Wild - Walking/Grass,Six Island Pattern Bush,Lv 9
KAKUNA,Wild - Walking/Grass,Route24,Lv 8
KAKUNA,Wild - Walking/Grass,Route25,Lv 9
KAKUNA,Evolution,From Weedle,Level 7
KANGASKHAN,Wild - Walking/Grass,Safari Zone East,Lv 25
KANGASKHAN,Wild - Walking/Grass,Safari Zone West,Lv 28
KANGASKHAN,Wild - Walking/Grass,Safari Zone East,Lv 25
KANGASKHAN,Wild - Walking/Grass,Safari Zone West,Lv 28
KINGDRA,Evolution,From Seadra + Dragon Scale,Use Stone
KINGLER,Wild - Fishing,Four Island Icefall Cave Back,Lv 25-35
KINGLER,Wild - Fishing,One Island Kindle Road,Lv 25-35
KINGLER,Wild - Fishing,One Island Treasure Beach,Lv 25-35
KINGLER,Wild - Fishing,Three Island Bond Bridge,Lv 25-35
KINGLER,Wild - Fishing,Five Island Resort Gorgeous,Lv 25-35
KINGLER,Wild - Fishing,Five Island Water Labyrinth,Lv 25-35
KINGLER,Wild - Fishing,Five Island Meadow,Lv 25-35
KINGLER,Wild - Fishing,Five Island Memorial Pillar,Lv 25-35
KINGLER,Wild - Fishing,Six Island Outcast Island,Lv 25-35
KINGLER,Wild - Fishing,Six Island Green Path,Lv 25-35
KINGLER,Wild - Fishing,Six Island Water Path,Lv 25-35
KINGLER,Wild - Fishing,Seven Island Trainer Tower,Lv 25-35
KINGLER,Wild - Fishing,Seven Island Tanoby Ruins,Lv 25-35
KINGLER,Wild - Fishing,Route19,Lv 25-35
KINGLER,Wild - Fishing,Route20,Lv 25-35
KINGLER,Wild - Fishing,Route21 North,Lv 25-35
KINGLER,Wild - Fishing,Route21 South,Lv 25-35
KINGLER,Wild - Fishing,Pallet Town,Lv 5-6
KINGLER,Wild - Fishing,One Island,Lv 25-35
KINGLER,Wild - Fishing,Five Island,Lv 25-35
KINGLER,Evolution,From Krabby,Level 28
KIRLIA,Evolution,From Ralts,Level 20
KOFFING,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 28
KOFFING,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 30
KOFFING,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 28
KOFFING,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 30
KOFFING,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 28
KOFFING,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 30
KOFFING,Wild - Walking/Grass,Pokemon Mansion B1F,Lv 28
KOFFING,Wild - Walking/Grass,Pokemon Mansion B1F,Lv 30
KOFFING,Wild - Surfing,Celadon City,Lv 30-40
KOFFING,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 28
KOFFING,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 28
KOFFING,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 28
KOFFING,Wild - Walking/Grass,Pokemon Mansion B1F,Lv 28
KOFFING,Wild - Surfing,Celadon City,Lv 30-40
KRABBY,Wild - Fishing,Ssanne Exterior,Lv 5-15
KRABBY,Wild - Fishing,Seafoam Islands B3F,Lv 5-15
KRABBY,Wild - Fishing,Seafoam Islands B4F,Lv 5-15
KRABBY,Wild - Fishing,Route4,Lv 5-15
KRABBY,Wild - Fishing,Route10,Lv 5-15
KRABBY,Wild - Fishing,Route11,Lv 5-15
KRABBY,Wild - Fishing,Route12,Lv 5-15
KRABBY,Wild - Fishing,Route13,Lv 5-15
KRABBY,Wild - Fishing,Route19,Lv 5-15
KRABBY,Wild - Fishing,Route20,Lv 5-15
KRABBY,Wild - Fishing,Route21 North,Lv 5-15
KRABBY,Wild - Fishing,Route21 South,Lv 5-15
KRABBY,Wild - Fishing,Route24,Lv 5-15
KRABBY,Wild - Fishing,Pallet Town,Lv 3-6
KRABBY,Wild - Fishing,Pallet Town,Lv 3-5
KRABBY,Wild - Fishing,Cerulean City,Lv 5-15
KRABBY,Wild - Fishing,Vermilion City,Lv 5-15
KRABBY,Wild - Fishing,Cinnabar Island,Lv 5-15
KRABBY,Wild - Fishing,Ssanne Exterior,Lv 5-15
KRABBY,Wild - Fishing,Ssanne Exterior,Lv 15-25
KRABBY,Wild - Fishing,Ssanne Exterior,Lv 25-35
KRABBY,Wild - Surfing,Seafoam Islands B3F,Lv 25-30
KRABBY,Wild - Fishing,Seafoam Islands B3F,Lv 5-15
KRABBY,Wild - Fishing,Seafoam Islands B3F,Lv 15-25
KRABBY,Wild - Fishing,Seafoam Islands B3F,Lv 20-30
KRABBY,Wild - Surfing,Seafoam Islands B4F,Lv 25-30
KRABBY,Wild - Fishing,Seafoam Islands B4F,Lv 5-15
KRABBY,Wild - Fishing,Seafoam Islands B4F,Lv 15-25
KRABBY,Wild - Fishing,Seafoam Islands B4F,Lv 20-30
KRABBY,Wild - Fishing,Four Island Icefall Cave Back,Lv 5-15
KRABBY,Wild - Fishing,Four Island Icefall Cave Back,Lv 5-15
KRABBY,Wild - Fishing,Four Island Icefall Cave Back,Lv 15-25
KRABBY,Wild - Fishing,One Island Kindle Road,Lv 5-15
KRABBY,Wild - Fishing,One Island Kindle Road,Lv 5-15
KRABBY,Wild - Fishing,One Island Kindle Road,Lv 15-25
KRABBY,Wild - Fishing,One Island Kindle Road,Lv 15-25
KRABBY,Wild - Fishing,One Island Treasure Beach,Lv 5-15
KRABBY,Wild - Fishing,One Island Treasure Beach,Lv 5-15
KRABBY,Wild - Fishing,One Island Treasure Beach,Lv 15-25
KRABBY,Wild - Fishing,One Island Treasure Beach,Lv 15-25
KRABBY,Wild - Fishing,Three Island Bond Bridge,Lv 5-15
KRABBY,Wild - Fishing,Three Island Bond Bridge,Lv 5-15
KRABBY,Wild - Fishing,Three Island Bond Bridge,Lv 15-25
KRABBY,Wild - Fishing,Three Island Bond Bridge,Lv 15-25
KRABBY,Wild - Fishing,Five Island Resort Gorgeous,Lv 5-15
KRABBY,Wild - Fishing,Five Island Resort Gorgeous,Lv 5-15
KRABBY,Wild - Fishing,Five Island Resort Gorgeous,Lv 15-25
KRABBY,Wild - Fishing,Five Island Water Labyrinth,Lv 5-15
KRABBY,Wild - Fishing,Five Island Water Labyrinth,Lv 5-15
KRABBY,Wild - Fishing,Five Island Water Labyrinth,Lv 15-25
KRABBY,Wild - Fishing,Five Island Meadow,Lv 5-15
KRABBY,Wild - Fishing,Five Island Meadow,Lv 5-15
KRABBY,Wild - Fishing,Five Island Meadow,Lv 15-25
KRABBY,Wild - Fishing,Five Island Memorial Pillar,Lv 5-15
KRABBY,Wild - Fishing,Five Island Memorial Pillar,Lv 5-15
KRABBY,Wild - Fishing,Five Island Memorial Pillar,Lv 15-25
KRABBY,Wild - Fishing,Six Island Outcast Island,Lv 5-15
KRABBY,Wild - Fishing,Six Island Outcast Island,Lv 5-15
KRABBY,Wild - Fishing,Six Island Outcast Island,Lv 15-25
KRABBY,Wild - Fishing,Six Island Green Path,Lv 5-15
KRABBY,Wild - Fishing,Six Island Green Path,Lv 5-15
KRABBY,Wild - Fishing,Six Island Green Path,Lv 15-25
KRABBY,Wild - Fishing,Six Island Water Path,Lv 5-15
KRABBY,Wild - Fishing,Six Island Water Path,Lv 5-15
KRABBY,Wild - Fishing,Six Island Water Path,Lv 15-25
KRABBY,Wild - Fishing,Seven Island Trainer Tower,Lv 5-15
KRABBY,Wild - Fishing,Seven Island Trainer Tower,Lv 5-15
KRABBY,Wild - Fishing,Seven Island Trainer Tower,Lv 15-25
KRABBY,Wild - Fishing,Seven Island Tanoby Ruins,Lv 5-15
KRABBY,Wild - Fishing,Seven Island Tanoby Ruins,Lv 5-15
KRABBY,Wild - Fishing,Seven Island Tanoby Ruins,Lv 15-25
KRABBY,Wild - Fishing,Route4,Lv 5-15
KRABBY,Wild - Fishing,Route4,Lv 15-25
KRABBY,Wild - Fishing,Route4,Lv 15-25
KRABBY,Wild - Fishing,Route4,Lv 25-35
KRABBY,Wild - Fishing,Route10,Lv 5-15
KRABBY,Wild - Fishing,Route10,Lv 15-25
KRABBY,Wild - Fishing,Route10,Lv 15-25
KRABBY,Wild - Fishing,Route10,Lv 25-35
KRABBY,Wild - Fishing,Route11,Lv 5-15
KRABBY,Wild - Fishing,Route11,Lv 15-25
KRABBY,Wild - Fishing,Route11,Lv 15-25
KRABBY,Wild - Fishing,Route11,Lv 25-35
KRABBY,Wild - Fishing,Route12,Lv 5-15
KRABBY,Wild - Fishing,Route12,Lv 15-25
KRABBY,Wild - Fishing,Route12,Lv 15-25
KRABBY,Wild - Fishing,Route12,Lv 25-35
KRABBY,Wild - Fishing,Route13,Lv 5-15
KRABBY,Wild - Fishing,Route13,Lv 15-25
KRABBY,Wild - Fishing,Route13,Lv 15-25
KRABBY,Wild - Fishing,Route13,Lv 25-35
KRABBY,Wild - Fishing,Route19,Lv 5-15
KRABBY,Wild - Fishing,Route19,Lv 15-25
KRABBY,Wild - Fishing,Route19,Lv 15-25
KRABBY,Wild - Fishing,Route20,Lv 5-15
KRABBY,Wild - Fishing,Route20,Lv 15-25
KRABBY,Wild - Fishing,Route20,Lv 15-25
KRABBY,Wild - Fishing,Route21 North,Lv 5-15
KRABBY,Wild - Fishing,Route21 North,Lv 15-25
KRABBY,Wild - Fishing,Route21 North,Lv 15-25
KRABBY,Wild - Fishing,Route21 South,Lv 5-15
KRABBY,Wild - Fishing,Route21 South,Lv 15-25
KRABBY,Wild - Fishing,Route21 South,Lv 15-25
KRABBY,Wild - Fishing,Route24,Lv 5-15
KRABBY,Wild - Fishing,Route24,Lv 15-25
KRABBY,Wild - Fishing,Route24,Lv 15-25
KRABBY,Wild - Fishing,Route24,Lv 25-35
KRABBY,Wild - Fishing,Pallet Town,Lv 3-5
KRABBY,Wild - Fishing,Pallet Town,Lv 4-6
KRABBY,Wild - Fishing,Cerulean City,Lv 5-15
KRABBY,Wild - Fishing,Cerulean City,Lv 15-25
KRABBY,Wild - Fishing,Cerulean City,Lv 15-25
KRABBY,Wild - Fishing,Cerulean City,Lv 25-35
KRABBY,Wild - Fishing,Vermilion City,Lv 5-15
KRABBY,Wild - Fishing,Vermilion City,Lv 15-25
KRABBY,Wild - Fishing,Cinnabar Island,Lv 5-15
KRABBY,Wild - Fishing,Cinnabar Island,Lv 15-25
KRABBY,Wild - Fishing,One Island,Lv 5-15
KRABBY,Wild - Fishing,One Island,Lv 5-15
KRABBY,Wild - Fishing,One Island,Lv 15-25
KRABBY,Wild - Fishing,Five Island,Lv 5-15
KRABBY,Wild - Fishing,Five Island,Lv 5-15
KRABBY,Wild - Fishing,Five Island,Lv 15-25
LAIRON,Evolution,From Aron,Level 32
LANTURN,Evolution,From Chinchou,Level 27
LAPRAS,Wild - Surfing,Four Island Icefall Cave Back,Lv 30-45
LAPRAS,Wild - Surfing,Four Island Icefall Cave Back,Lv 30-45
LAPRAS,Gift,Silph Co. 7F,Receive from Silph employee
LARVITAR,Wild - Walking/Grass,Seven Island Sevault Canyon,Lv 15
LARVITAR,Wild - Walking/Grass,Seven Island Sevault Canyon,Lv 20
LARVITAR,Wild - Walking/Grass,Seven Island Sevault Canyon,Lv 15
LARVITAR,Wild - Walking/Grass,Seven Island Sevault Canyon,Lv 20
LEDIAN,Evolution,From Ledyba,Level 18
LEDYBA,Wild - Walking/Grass,Six Island Pattern Bush,Lv 9
LEDYBA,Wild - Walking/Grass,Six Island Pattern Bush,Lv 14
LEDYBA,Wild - Walking/Grass,Six Island Pattern Bush,Lv 9
LEDYBA,Wild - Walking/Grass,Six Island Pattern Bush,Lv 14
LICKITUNG,Wild - Walking/Grass,Cerulean Cave 1F,Lv 55
LICKITUNG,In-Game Trade,Route 18,Trade Slowbro for Lickitung (nicknamed MARC)
LINOONE,Evolution,From Zigzagoon,Level 20
LOMBRE,Evolution,From Lotad,Level 14
LOUDRED,Evolution,From Whismur,Level 20
LUDICOLO,Evolution,From Lombre + Water Stone,Use Stone
LUGIA,Event,Navel Rock,Lv. 70; requires Mystery Gift event item (MysticTicket)
MACHAMP,Evolution,From Machoke,Level 45
MACHOKE,Wild - Walking/Grass,Victory Road 1F,Lv 44
MACHOKE,Wild - Walking/Grass,Victory Road 1F,Lv 46
MACHOKE,Wild - Walking/Grass,Victory Road 2F,Lv 46
MACHOKE,Wild - Walking/Grass,Victory Road 2F,Lv 48
MACHOKE,Wild - Walking/Grass,Victory Road 3F,Lv 44
MACHOKE,Wild - Walking/Grass,Victory Road 3F,Lv 46
MACHOKE,Wild - Walking/Grass,Cerulean Cave 1F,Lv 46
MACHOKE,Wild - Walking/Grass,Cerulean Cave 2F,Lv 49
MACHOKE,Wild - Walking/Grass,Cerulean Cave B1F,Lv 52
MACHOKE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 38
MACHOKE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 38
MACHOKE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 40
MACHOKE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 40
MACHOKE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 40
MACHOKE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 40
MACHOKE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 40
MACHOKE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 42
MACHOKE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 42
MACHOKE,Wild - Walking/Grass,Victory Road 1F,Lv 44
MACHOKE,Wild - Walking/Grass,Victory Road 1F,Lv 46
MACHOKE,Wild - Walking/Grass,Victory Road 2F,Lv 46
MACHOKE,Wild - Walking/Grass,Victory Road 2F,Lv 48
MACHOKE,Wild - Walking/Grass,Victory Road 3F,Lv 44
MACHOKE,Wild - Walking/Grass,Victory Road 3F,Lv 46
MACHOKE,Wild - Walking/Grass,Cerulean Cave 1F,Lv 46
MACHOKE,Wild - Walking/Grass,Cerulean Cave 2F,Lv 49
MACHOKE,Wild - Walking/Grass,Cerulean Cave B1F,Lv 52
MACHOKE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 38
MACHOKE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 38
MACHOKE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 40
MACHOKE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 40
MACHOKE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 40
MACHOKE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 40
MACHOKE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 40
MACHOKE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 42
MACHOKE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 42
MACHOKE,Evolution,From Machop,Level 28
MACHOP,Wild - Walking/Grass,Victory Road 1F,Lv 32
MACHOP,Wild - Walking/Grass,Victory Road 2F,Lv 34
MACHOP,Wild - Walking/Grass,Victory Road 3F,Lv 32
MACHOP,Wild - Walking/Grass,Rock Tunnel 1F,Lv 16
MACHOP,Wild - Walking/Grass,Rock Tunnel 1F,Lv 17
MACHOP,Wild - Walking/Grass,Rock Tunnel B1F,Lv 17
MACHOP,Wild - Walking/Grass,Mt Ember Exterior,Lv 35
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 35
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 31
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 33
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 37
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 39
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 39
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 36
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 32
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 34
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 35
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 31
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 33
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 37
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 39
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 39
MACHOP,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 38
MACHOP,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 34
MACHOP,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 36
MACHOP,Wild - Walking/Grass,Victory Road 1F,Lv 32
MACHOP,Wild - Walking/Grass,Victory Road 2F,Lv 34
MACHOP,Wild - Walking/Grass,Victory Road 3F,Lv 32
MACHOP,Wild - Walking/Grass,Rock Tunnel 1F,Lv 16
MACHOP,Wild - Walking/Grass,Rock Tunnel 1F,Lv 17
MACHOP,Wild - Walking/Grass,Rock Tunnel B1F,Lv 17
MACHOP,Wild - Walking/Grass,Mt Ember Exterior,Lv 35
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 35
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 31
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 33
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 37
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 39
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 39
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 36
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 32
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 34
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 35
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 31
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 33
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 37
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 39
MACHOP,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 39
MACHOP,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 38
MACHOP,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 34
MACHOP,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 36
MAGCARGO,Wild - Rock Smash,Mt Ember Ruby Path B3F,Lv 40-45
MAGCARGO,Wild - Rock Smash,Mt Ember Ruby Path B3F,Lv 35-45
MAGCARGO,Wild - Rock Smash,Mt Ember Ruby Path B3F,Lv 25-35
MAGCARGO,Wild - Rock Smash,Mt Ember Ruby Path B3F,Lv 40-45
MAGCARGO,Wild - Rock Smash,Mt Ember Ruby Path B3F,Lv 35-45
MAGCARGO,Wild - Rock Smash,Mt Ember Ruby Path B3F,Lv 25-35
MAGCARGO,Evolution,From Slugma,Level 38
MAGIKARP,Wild - Fishing,Ssanne Exterior,Lv 5
MAGIKARP,Wild - Fishing,Ssanne Exterior,Lv 5
MAGIKARP,Wild - Fishing,Ssanne Exterior,Lv 5-15
MAGIKARP,Wild - Fishing,Safari Zone Center,Lv 5
MAGIKARP,Wild - Fishing,Safari Zone Center,Lv 5
MAGIKARP,Wild - Fishing,Safari Zone Center,Lv 5-15
MAGIKARP,Wild - Fishing,Safari Zone East,Lv 5
MAGIKARP,Wild - Fishing,Safari Zone East,Lv 5
MAGIKARP,Wild - Fishing,Safari Zone East,Lv 5-15
MAGIKARP,Wild - Fishing,Safari Zone North,Lv 5
MAGIKARP,Wild - Fishing,Safari Zone North,Lv 5
MAGIKARP,Wild - Fishing,Safari Zone North,Lv 5-15
MAGIKARP,Wild - Fishing,Safari Zone West,Lv 5
MAGIKARP,Wild - Fishing,Safari Zone West,Lv 5
MAGIKARP,Wild - Fishing,Safari Zone West,Lv 5-15
MAGIKARP,Wild - Fishing,Cerulean Cave 1F,Lv 5
MAGIKARP,Wild - Fishing,Cerulean Cave 1F,Lv 5
MAGIKARP,Wild - Fishing,Cerulean Cave 1F,Lv 5-15
MAGIKARP,Wild - Fishing,Cerulean Cave B1F,Lv 5
MAGIKARP,Wild - Fishing,Cerulean Cave B1F,Lv 5
MAGIKARP,Wild - Fishing,Cerulean Cave B1F,Lv 5-15
MAGIKARP,Wild - Fishing,Seafoam Islands B3F,Lv 5
MAGIKARP,Wild - Fishing,Seafoam Islands B3F,Lv 5
MAGIKARP,Wild - Fishing,Seafoam Islands B3F,Lv 5-15
MAGIKARP,Wild - Fishing,Seafoam Islands B4F,Lv 5
MAGIKARP,Wild - Fishing,Seafoam Islands B4F,Lv 5
MAGIKARP,Wild - Fishing,Seafoam Islands B4F,Lv 5-15
MAGIKARP,Wild - Fishing,Three Island Berry Forest,Lv 5
MAGIKARP,Wild - Fishing,Three Island Berry Forest,Lv 5
MAGIKARP,Wild - Fishing,Three Island Berry Forest,Lv 5-15
MAGIKARP,Wild - Fishing,Four Island Icefall Cave Entrance,Lv 5
MAGIKARP,Wild - Fishing,Four Island Icefall Cave Entrance,Lv 5
MAGIKARP,Wild - Fishing,Four Island Icefall Cave Entrance,Lv 5-15
MAGIKARP,Wild - Fishing,Four Island Icefall Cave Back,Lv 5
MAGIKARP,Wild - Fishing,Four Island Icefall Cave Back,Lv 5
MAGIKARP,Wild - Fishing,Four Island Icefall Cave Back,Lv 5-15
MAGIKARP,Wild - Fishing,One Island Kindle Road,Lv 5
MAGIKARP,Wild - Fishing,One Island Kindle Road,Lv 5
MAGIKARP,Wild - Fishing,One Island Kindle Road,Lv 5-15
MAGIKARP,Wild - Fishing,One Island Treasure Beach,Lv 5
MAGIKARP,Wild - Fishing,One Island Treasure Beach,Lv 5
MAGIKARP,Wild - Fishing,One Island Treasure Beach,Lv 5-15
MAGIKARP,Wild - Fishing,Two Island Cape Brink,Lv 5
MAGIKARP,Wild - Fishing,Two Island Cape Brink,Lv 5
MAGIKARP,Wild - Fishing,Two Island Cape Brink,Lv 5-15
MAGIKARP,Wild - Fishing,Three Island Bond Bridge,Lv 5
MAGIKARP,Wild - Fishing,Three Island Bond Bridge,Lv 5
MAGIKARP,Wild - Fishing,Three Island Bond Bridge,Lv 5-15
MAGIKARP,Wild - Fishing,Five Island Resort Gorgeous,Lv 5
MAGIKARP,Wild - Fishing,Five Island Resort Gorgeous,Lv 5
MAGIKARP,Wild - Fishing,Five Island Resort Gorgeous,Lv 5-15
MAGIKARP,Wild - Fishing,Five Island Water Labyrinth,Lv 5
MAGIKARP,Wild - Fishing,Five Island Water Labyrinth,Lv 5
MAGIKARP,Wild - Fishing,Five Island Water Labyrinth,Lv 5-15
MAGIKARP,Wild - Fishing,Five Island Meadow,Lv 5
MAGIKARP,Wild - Fishing,Five Island Meadow,Lv 5
MAGIKARP,Wild - Fishing,Five Island Meadow,Lv 5-15
MAGIKARP,Wild - Fishing,Five Island Memorial Pillar,Lv 5
MAGIKARP,Wild - Fishing,Five Island Memorial Pillar,Lv 5
MAGIKARP,Wild - Fishing,Five Island Memorial Pillar,Lv 5-15
MAGIKARP,Wild - Fishing,Six Island Outcast Island,Lv 5
MAGIKARP,Wild - Fishing,Six Island Outcast Island,Lv 5
MAGIKARP,Wild - Fishing,Six Island Outcast Island,Lv 5-15
MAGIKARP,Wild - Fishing,Six Island Green Path,Lv 5
MAGIKARP,Wild - Fishing,Six Island Green Path,Lv 5
MAGIKARP,Wild - Fishing,Six Island Green Path,Lv 5-15
MAGIKARP,Wild - Fishing,Six Island Water Path,Lv 5
MAGIKARP,Wild - Fishing,Six Island Water Path,Lv 5
MAGIKARP,Wild - Fishing,Six Island Water Path,Lv 5-15
MAGIKARP,Wild - Fishing,Six Island Ruin Valley,Lv 5
MAGIKARP,Wild - Fishing,Six Island Ruin Valley,Lv 5
MAGIKARP,Wild - Fishing,Six Island Ruin Valley,Lv 5-15
MAGIKARP,Wild - Fishing,Seven Island Trainer Tower,Lv 5
MAGIKARP,Wild - Fishing,Seven Island Trainer Tower,Lv 5
MAGIKARP,Wild - Fishing,Seven Island Trainer Tower,Lv 5-15
MAGIKARP,Wild - Fishing,Seven Island Tanoby Ruins,Lv 5
MAGIKARP,Wild - Fishing,Seven Island Tanoby Ruins,Lv 5
MAGIKARP,Wild - Fishing,Seven Island Tanoby Ruins,Lv 5-15
MAGIKARP,Wild - Fishing,Route4,Lv 5
MAGIKARP,Wild - Fishing,Route4,Lv 5
MAGIKARP,Wild - Fishing,Route4,Lv 5-15
MAGIKARP,Wild - Fishing,Route6,Lv 5
MAGIKARP,Wild - Fishing,Route6,Lv 5
MAGIKARP,Wild - Fishing,Route6,Lv 5-15
MAGIKARP,Wild - Fishing,Route10,Lv 5
MAGIKARP,Wild - Fishing,Route10,Lv 5-15
MAGIKARP,Wild - Fishing,Route11,Lv 5
MAGIKARP,Wild - Fishing,Route11,Lv 5
MAGIKARP,Wild - Fishing,Route11,Lv 5-15
MAGIKARP,Wild - Fishing,Route12,Lv 5
MAGIKARP,Wild - Fishing,Route12,Lv 5
MAGIKARP,Wild - Fishing,Route12,Lv 5-15
MAGIKARP,Wild - Fishing,Route13,Lv 5
MAGIKARP,Wild - Fishing,Route13,Lv 5
MAGIKARP,Wild - Fishing,Route13,Lv 5-15
MAGIKARP,Wild - Fishing,Route19,Lv 5
MAGIKARP,Wild - Fishing,Route19,Lv 5
MAGIKARP,Wild - Fishing,Route19,Lv 5-15
MAGIKARP,Wild - Fishing,Route20,Lv 5
MAGIKARP,Wild - Fishing,Route20,Lv 5
MAGIKARP,Wild - Fishing,Route20,Lv 5-15
MAGIKARP,Wild - Fishing,Route21 North,Lv 5
MAGIKARP,Wild - Fishing,Route21 North,Lv 5
